Blast,Hole ID,StartX,StartY,StartZ,EndX,EndY,EndZ,Burden,Spacing,Diameter,Length,Angle,Bearing,Subdrill,Time,Measured Length,Measured Mass
S4_226_401_V1,393,478314.893,6772189.142,238.155,478314.893,6772189.142,223.655,4.1,5,229,14.5,0,317.407,1.5,1467,14.5,515
S4_226_401_V1,394,478318.574,6772192.526,238.374,478318.574,6772192.526,224.174,4.1,5,229,14.2,0,317.407,1.5,1558,14.2,496
S4_226_401_V1,395,478317.566,6772197.304,238.507,478317.566,6772197.304,224.407,4.1,5,229,14.1,0,317.407,1.5,1672,14.1,491
S4_226_401_V1,396,478313.885,6772193.920,238.263,478313.885,6772193.920,223.963,4.1,5,229,14.3,0,317.407,1.5,1562,14.3,501
S4_226_401_V1,397,478310.204,6772190.536,238.181,478310.204,6772190.536,223.481,4.1,5,229,14.7,0,317.407,1.5,1471,14.7,525
S4_226_401_V1,398,478306.523,6772187.152,238.510,478306.523,6772187.152,223.110,4.1,5,229,15.4,0,317.407,1.5,1380,15.4,559
S4_226_401_V1,399,478302.810,6772183.803,238.388,478302.810,6772183.803,222.588,4.1,5,229,15.8,0,318.04,1.5,1290,15.8,584
S4_226_401_V1,400,478299.092,6772180.460,238.371,478299.092,6772180.460,222.071,4.1,5,229,16.3,0,318.04,1.5,1200,16.3,608
S4_226_401_V1,401,478295.374,6772177.117,238.266,478295.374,6772177.117,221.566,4.1,5,229,16.7,0,318.04,1.5,1110,16.7,628
S4_226_401_V1,402,478291.656,6772173.774,238.279,478291.656,6772173.774,221.079,4.1,5,229,17.2,0,318.04,1.5,1167,17.2,653
S4_226_401_V1,403,478287.938,6772170.431,238.189,478287.938,6772170.431,220.589,4.1,5,229,17.6,0,318.04,1.5,1257,17.6,678
S4_226_401_V1,404,478284.220,6772167.088,238.268,478284.220,6772167.088,220.068,4.1,5,229,18.2,0,318.04,1.5,1347,18.2,708
